url|title|tags|notes
 https://signal.org | https://signal.org | chat text | 
 https://matrix.org | Matrix | chat text | 
 https://rocket.chat | https://rocket.chat | chat text | 
 https://zulip.com | https://zulip.com | chat text | 
 https://mattermost.com | https://mattermost.com | chat text | 
 https://discourse.org | https://discourse.org | chat text | 
